transcript_ID,CAGE_support
TALONT003062832,yes
TALONT003062916,yes
TALONT004317763,yes
TALONT004317815,yes
TALONT000701654,yes
ENST00000283122.7_2,yes
TALONT003063395,no
TALONT003063459,yes
ENST00000522565.5_2,yes
ENST00000522842.1_2,yes
TALONT001242471,yes
ENST00000624106.1_1,yes
ENST00000316610.7_3,yes
ENST00000514906.1_1,yes
ENST00000315948.11_3,yes
TALONT000702005,yes
ENST00000509384.5_2,yes
TALONT001242779,yes
TALONT001242780,yes
ENST00000638316.1_1,yes
ENST00000640109.1_1,yes
ENST00000640281.1_1,yes
TALONT000702366,yes
TALONT000703215,no
TALONT000703378,yes
ENST00000265138.4_3,yes
TALONT000703864,yes
TALONT000703922,yes
TALONT000704069,yes
TALONT000704501,yes
TALONT000704527,yes
TALONT003064716,yes
TALONT000704994,yes
ENST00000507075.1_2,no
ENST00000654055.1_2,yes
ENST00000671432.1_2,yes
ENST00000671514.1_2,yes
ENST00000665798.1_2,yes
ENST00000658662.1_2,yes
TALONT000705254,yes
ENST00000653643.1_2,yes
ENST00000661182.1_2,yes
TALONT003065224,yes
TALONT000705594,yes
ENST00000507963.5_2,yes
TALONT001249000,yes
TALONT004322838,yes
ENST00000327111.8_2,yes
TALONT000705692,yes
TALONT001249044,yes
TALONT001947017,yes
TALONT003495903,yes
TALONT004322899,yes
TALONT004322912,yes
TALONT004323311,yes
TALONT000705724,yes
TALONT000705727,yes
TALONT002568103,no
ENST00000623223.1_1,no
ENST00000395965.8_5,yes
TALONT000705825,no
TALONT000705833,yes
TALONT000705883,no
TALONT000706108,yes
ENST00000509163.5_4,yes
TALONT000707074,yes
TALONT000707097,yes
TALONT000707108,yes
TALONT001250185,yes
ENST00000510445.1_2,no
TALONT000707174,yes
TALONT000707182,yes
TALONT001250227,yes
TALONT001250253,yes
TALONT003496958,yes
TALONT004324730,yes
TALONT001250379,yes
TALONT001250386,yes
TALONT000707352,yes
ENST00000502784.2_1,yes
TALONT000707674,yes
TALONT004324846,no
ENST00000329378.7_5,yes
TALONT000707939,yes
TALONT000707942,yes
TALONT000707964,yes
TALONT001250751,yes
TALONT003497290,yes
TALONT001948763,yes
TALONT000708001,yes
TALONT000708027,yes
TALONT000708051,yes
TALONT004325185,no
TALONT004325186,no
TALONT004325189,no
TALONT004325191,no
TALONT004325436,no
TALONT000708119,no
TALONT000708129,no
TALONT000708133,yes
TALONT004325675,no
TALONT000708208,no
ENST00000358746.6_2,yes
TALONT000708404,no
TALONT000708479,no
TALONT000708604,no
ENST00000502768.1_2,no
TALONT000708797,no
TALONT004326125,no
TALONT004326131,no
TALONT004326241,no
TALONT000708866,yes
TALONT000708878,yes
TALONT004326253,no
TALONT004326257,no
TALONT000708902,no
TALONT000708906,yes
TALONT004326335,no
TALONT001252279,yes
TALONT001252280,yes
TALONT001252289,yes
TALONT000708943,yes
TALONT004326377,no
TALONT000708947,yes
TALONT002572229,yes
TALONT003498795,yes
TALONT004326471,yes
TALONT004326473,yes
TALONT000708973,yes
TALONT004326607,yes
ENST00000380009.9_2,yes
TALONT002572336,yes
TALONT000708996,yes
TALONT000709000,no
TALONT004326658,no
ENST00000511684.5_3,yes
TALONT000709048,yes
TALONT000709051,yes
ENST00000506817.1_1,yes
TALONT000709060,yes
TALONT000709066,yes
TALONT000709102,yes
TALONT001252572,yes
ENST00000379982.8_2,yes
TALONT000709156,yes
TALONT001252701,yes
TALONT001252788,yes
ENST00000512878.1_1,yes
TALONT000709452,yes
TALONT004327104,yes
TALONT001950908,yes
TALONT000709587,no
ENST00000237858.11_3,yes
ENST00000507412.1_2,no
ENST00000508643.1_1,no
ENST00000237853.9_3,yes
TALONT000709819,yes
TALONT001253614,yes
ENST00000311106.8_3,yes
TALONT004327599,yes
TALONT004327606,yes
TALONT004327637,yes
TALONT000710288,yes
ENST00000437043.8_4,yes
TALONT000710377,yes
TALONT000710384,yes
ENST00000274382.9_3,yes
ENST00000283109.8_3,yes
TALONT000710645,no
ENST00000508447.1_2,yes
ENST00000442824.1_1,no
ENST00000308234.11_1,yes
ENST00000513185.3_3,yes
TALONT000711166,yes
ENST00000624710.1_1,no
ENST00000513064.1_2,no
TALONT004328033,no
TALONT004328048,no
TALONT004328055,no
TALONT004328061,no
TALONT004328065,no
TALONT002574987,no
TALONT004328081,no
TALONT004328117,no
TALONT004328120,no
TALONT004328132,no
TALONT004328144,no
TALONT004328151,no
TALONT000711658,yes
TALONT000711789,yes
TALONT004328197,no
TALONT000711796,yes
TALONT004328238,yes
TALONT000711800,yes
TALONT004328254,no
TALONT000711819,yes
TALONT000711834,no
TALONT004328366,no
TALONT004328432,no
TALONT000711838,yes
TALONT000711896,yes
TALONT001952782,yes
TALONT002575255,no
TALONT004328803,no
TALONT004328836,yes
TALONT001256330,yes
TALONT000711924,yes
TALONT002575304,yes
ENST00000312637.5_2,yes
TALONT001256538,yes
TALONT001953079,yes
ENST00000231461.10_3,yes
TALONT000712365,yes
ENST00000451528.2_2,yes
ENST00000310954.7_3,yes
TALONT000712614,yes
TALONT000712615,yes
TALONT000712620,yes
TALONT000712623,yes
TALONT000712627,yes
TALONT000712643,yes
TALONT000712670,yes
TALONT001257332,yes
TALONT000713372,yes
TALONT001258818,yes
TALONT001260359,no
TALONT000714544,no
TALONT004329439,no
TALONT004329446,no
TALONT001260367,no
TALONT001260405,no
ENST00000399004.7_3,yes
TALONT000714686,yes
TALONT000714751,yes
ENST00000513603.1_2,yes
TALONT000714780,yes
TALONT000714783,yes
TALONT000714790,yes
TALONT000714799,yes
TALONT000714805,yes
TALONT000714808,yes
TALONT000714854,yes
TALONT000714949,yes
TALONT000715020,yes
TALONT000715075,yes
TALONT000715102,yes
TALONT001260881,yes
TALONT001956767,yes
TALONT001957174,yes
TALONT002576464,yes
TALONT000715381,yes
TALONT002576732,no
TALONT004329922,no
TALONT004329923,no
TALONT004329924,no
TALONT004329926,no
TALONT004329955,no
TALONT001957298,no
TALONT004329956,no
ENST00000319933.7_2,yes
TALONT000716034,yes
TALONT000716041,yes
ENST00000515669.5_1,yes
ENST00000510890.1_1,yes
TALONT000716641,no
ENST00000230792.7_3,yes
TALONT000716685,yes
TALONT001264512,yes
TALONT004330270,no
TALONT001264524,yes
ENST00000542267.6_3,yes
TALONT000716859,no
ENST00000606054.1_1,yes
TALONT004330752,yes
TALONT000717329,yes
TALONT000717353,yes
TALONT000717421,yes
TALONT000717537,yes
TALONT000717570,yes
TALONT000717633,yes
TALONT001264894,yes
TALONT001265051,yes
TALONT001265112,yes
TALONT001265319,yes
TALONT001960236,yes
TALONT004330811,yes
TALONT000717786,yes
TALONT001265698,no
TALONT001265721,no
TALONT001961067,no
TALONT004331357,no
TALONT004331371,no
TALONT004331377,no
TALONT004331517,no
TALONT000718426,no
TALONT000718440,no
TALONT000718593,no
ENST00000361189.7_3,yes
TALONT004332346,yes
TALONT000719494,yes
TALONT000719527,yes
TALONT000719550,yes
TALONT000719571,yes
TALONT003504443,yes
TALONT001962173,yes
TALONT001267199,yes
TALONT000719640,yes
ENST00000355943.8_3,yes
TALONT000720126,yes
ENST00000504098.1_2,no
TALONT000720474,no
ENST00000506538.6_2,no
TALONT000720621,yes
TALONT000720629,yes
TALONT001963800,yes
TALONT000720797,no
TALONT004334555,no
ENST00000512453.5_1,yes
ENST00000504544.5_1,yes
ENST00000515231.5_1,yes
TALONT000720943,yes
TALONT000720997,yes
TALONT000721022,yes
TALONT000721072,yes
TALONT000721087,yes
TALONT001269465,yes
ENST00000282356.9_2,yes
TALONT001269727,yes
TALONT000721317,yes
TALONT000721321,yes
TALONT000721345,yes
TALONT002583466,yes
TALONT000721935,no
ENST00000296632.8_3,yes
TALONT000722216,yes
ENST00000511137.5_2,yes
ENST00000502322.5_2,yes
TALONT004343243,no
ENST00000379671.7_4,yes
ENST00000447165.6_4,yes
ENST00000257435.12_4,yes
TALONT000722381,yes
TALONT000722403,yes
TALONT000722508,yes
TALONT000722620,no
TALONT000722871,yes
TALONT000722917,yes
TALONT000723222,yes
TALONT000723454,yes
TALONT001272829,yes
TALONT001273388,yes
TALONT001273402,yes
TALONT004336032,yes
TALONT004336085,yes
TALONT004336165,yes
TALONT004336166,yes
TALONT004336643,yes
TALONT004336989,yes
TALONT004337304,yes
ENST00000446294.6_4,yes
ENST00000515855.5_4,yes
ENST00000507742.5_2,yes
ENST00000419114.6_4,yes
ENST00000509427.5_4,yes
ENST00000453526.6_4,yes
ENST00000455559.6_4,yes
ENST00000508870.5_4,yes
ENST00000508161.5_2,yes
TALONT000729024,yes
TALONT001293518,yes
TALONT001293534,yes
ENST00000503429.1_2,yes
ENST00000505864.5_2,yes
ENST00000513684.1_2,yes
TALONT004344538,no
TALONT000729571,no
TALONT004344565,no
TALONT004344568,no
TALONT000729588,yes
TALONT004344626,no
TALONT004344628,yes
TALONT000729613,yes
TALONT004344722,no
TALONT000729669,yes
TALONT001294552,yes
TALONT001987989,yes
ENST00000663232.1_1,no
ENST00000427306.2_1,no
ENST00000442823.2_1,yes
ENST00000623705.1_1,yes
ENST00000513687.2_2,yes
TALONT000729832,yes
TALONT000729833,yes
TALONT000729837,yes
TALONT000729840,yes
ENST00000505350.1_1,yes
TALONT000729844,yes
TALONT000729851,yes
TALONT001988205,yes
TALONT000729864,yes
TALONT000729884,yes
TALONT000729912,yes
TALONT000729920,yes
TALONT000729949,yes
ENST00000257430.9_2,yes
TALONT000730005,yes
TALONT000730014,yes
TALONT000730017,yes
TALONT000730038,yes
TALONT000730042,yes
TALONT000730047,yes
TALONT000730051,yes
TALONT000730058,yes
TALONT000730061,yes
TALONT000730073,yes
TALONT000730084,yes
TALONT000730210,yes
TALONT001295781,yes
TALONT003096648,yes
ENST00000508376.6_1,yes
TALONT000730324,yes
TALONT001296218,yes
TALONT001989362,yes
TALONT001296310,no
TALONT000730467,no
TALONT003522671,no
TALONT000730685,no
TALONT000730837,no
ENST00000505459.6_3,yes
TALONT000731275,yes
ENST00000282999.7_2,yes
ENST00000391338.3_3,yes
TALONT000731296,yes
TALONT000731297,yes
TALONT001297416,yes
ENST00000515755.1_1,yes
ENST00000445150.3_2,yes
ENST00000506987.1_2,yes
TALONT001297469,no
ENST00000504696.1_1,no
TALONT004347229,no
TALONT000732010,no
ENST00000379638.9_3,yes
TALONT000731322,yes
TALONT000731534,yes
TALONT004347362,yes
ENST00000261482.8_2,no
TALONT000732005,yes
TALONT001299927,yes
ENST00000512790.6_2,yes
TALONT000732059,yes
TALONT000732060,yes
TALONT001300023,yes
TALONT000732069,yes
TALONT001300065,yes
TALONT004348063,yes
ENST00000389063.3_2,yes
ENST00000504961.1_1,yes
TALONT001300259,yes
TALONT003524440,no
TALONT004348260,no
ENST00000302475.8_2,yes
TALONT000732271,yes
TALONT000732285,yes
TALONT000732293,yes
TALONT000732303,yes
TALONT000732321,yes
TALONT000732336,yes
TALONT001300809,yes
TALONT004348367,yes
TALONT004348381,yes
TALONT004348392,yes
TALONT000732352,yes
TALONT000732382,yes
TALONT001301014,yes
TALONT004348582,no
TALONT004348583,no
TALONT000732441,no
TALONT004348635,no
TALONT004348641,no
TALONT004348654,no
TALONT004348658,no
TALONT004348816,no
ENST00000673685.1_1,yes
TALONT001301381,yes
TALONT000732723,yes
ENST00000282369.7_3,yes
ENST00000513154.5_3,yes
TALONT000732762,yes
TALONT000732766,no
TALONT004348996,no
TALONT004348999,yes
TALONT001303378,yes
TALONT003104395,yes
TALONT000733038,yes
TALONT003104417,yes
TALONT003525770,yes
TALONT000733079,yes
TALONT000733081,yes
TALONT001303412,yes
ENST00000379618.6_2,yes
ENST00000379617.2_2,yes
ENST00000419445.6_3,yes
TALONT000733142,yes
TALONT001303848,yes
TALONT004349501,yes
TALONT004349503,yes
TALONT004349515,yes
TALONT001304257,yes
ENST00000379611.10_3,yes
TALONT000733292,yes
TALONT000733308,yes
TALONT004349611,yes
ENST00000506442.5_2,yes
TALONT001995435,yes
TALONT002611095,yes
TALONT004349822,yes
ENST00000502975.1_2,yes
TALONT000733340,yes
TALONT000733341,yes
TALONT004349839,no
TALONT001305072,yes
TALONT001305073,no
TALONT001305300,no
TALONT000733364,yes
TALONT000733372,yes
TALONT004350302,no
TALONT002611391,yes
TALONT002611402,yes
TALONT001305713,yes
TALONT000733381,yes
TALONT000733384,no
ENST00000274457.5_3,yes
TALONT000733397,no
TALONT001306900,yes
ENST00000333314.3_4,yes
ENST00000456936.4_3,yes
TALONT000733967,yes
ENST00000250535.5_3,yes
TALONT000733979,no
TALONT000734009,yes
TALONT000734025,yes
TALONT000734062,yes
TALONT000734074,yes
TALONT001307894,yes
TALONT001308438,yes
TALONT001309758,yes
ENST00000509910.2_3,yes
ENST00000505252.1_2,no
ENST00000500945.2_2,yes
TALONT000734368,yes
ENST00000511984.5_2,no
ENST00000379594.7_2,yes
ENST00000505993.5_3,yes
ENST00000513167.1_5,yes
TALONT000734440,yes
TALONT000734441,yes
TALONT000734468,yes
ENST00000316788.12_2,yes
TALONT000734470,yes
TALONT000734471,yes
TALONT000734472,yes
TALONT000734474,yes
TALONT000734481,yes
TALONT000734482,yes
TALONT000734483,yes
TALONT000734494,yes
TALONT001313650,yes
TALONT002001296,yes
TALONT002001447,yes
ENST00000506430.2_2,yes
ENST00000640413.1_1,yes
TALONT001314277,no
ENST00000469891.2_1,yes
ENST00000606662.1_1,yes
TALONT000734590,yes
ENST00000274458.9_2,yes
ENST00000343348.10_3,yes
TALONT000734713,no
TALONT000734715,yes
ENST00000257414.12_3,yes
TALONT000734720,yes
ENST00000513137.5_2,yes
ENST00000515129.5_2,yes
TALONT002616006,no
TALONT000735087,yes
TALONT002002829,yes
TALONT004354356,yes
ENST00000510708.6_3,yes
TALONT001317589,no
ENST00000397627.3_1,no
TALONT004354973,no
TALONT001317598,no
TALONT000735340,yes
TALONT000735357,yes
TALONT000735361,yes
TALONT000735370,yes
TALONT000735411,yes
TALONT000735435,yes
TALONT000735469,yes
TALONT002003013,yes
TALONT000735545,no
ENST00000274456.6_2,yes
TALONT004355288,yes
TALONT004355312,yes
ENST00000510025.6_2,yes
TALONT004355335,yes
TALONT001318599,yes
ENST00000645832.1_1,yes
TALONT000735906,yes
ENST00000519184.5_1,yes
TALONT004355570,yes
TALONT003111232,no
TALONT000736012,no
TALONT001319425,yes
TALONT003111431,no
ENST00000339397.5_2,yes
TALONT000736120,yes
TALONT001319516,yes
TALONT004356173,yes
TALONT004356306,yes
ENST00000231004.5_3,yes
TALONT000736707,yes
ENST00000514467.5_1,no
TALONT000736811,no
TALONT001320450,no
TALONT004356969,no
TALONT000736901,yes
TALONT000736918,yes
TALONT001320760,yes
TALONT002005252,yes
TALONT000736949,yes
TALONT001320934,yes
TALONT002005429,yes
ENST00000508681.5_3,yes
TALONT000737202,yes
TALONT000737235,yes
TALONT000737296,yes
TALONT001321726,yes
TALONT001321747,yes
TALONT004357315,yes
TALONT000737318,yes
TALONT001321843,yes
TALONT001321910,yes
TALONT000737505,yes
TALONT002618248,yes
ENST00000261368.13_3,yes
TALONT000738039,no
TALONT004358248,no
TALONT000738098,no
TALONT000738101,no
TALONT004358364,no
TALONT000738127,yes
TALONT000738130,yes
TALONT000738146,yes
ENST00000379516.7_2,yes
TALONT000738190,yes
TALONT000738485,yes
TALONT001325002,yes
ENST00000505854.5_1,yes
TALONT000738559,yes
TALONT004359162,no
TALONT003532683,no
TALONT002009489,no
TALONT003112722,no
TALONT004359185,no
ENST00000565823.1_1,no
ENST00000261369.9_2,yes
ENST00000306442.5_3,yes
ENST00000306467.9_2,yes
TALONT004359380,no
TALONT000738753,yes
TALONT004359418,no
TALONT004359470,no
TALONT004359474,no
TALONT000738756,yes
TALONT004359502,no
TALONT004359528,no
TALONT000738762,yes
TALONT001326504,yes
TALONT004359588,yes
TALONT004359639,no
TALONT001326513,yes
TALONT004359677,yes
ENST00000345990.8_3,yes
TALONT000738791,yes
TALONT002009877,yes
ENST00000508708.1_1,yes
TALONT000738797,yes
TALONT000738800,yes
TALONT004359808,yes
TALONT004359834,yes
TALONT004359862,yes
TALONT001326769,yes
TALONT000738882,yes
TALONT004360026,yes
TALONT004360200,yes
TALONT004360304,no
TALONT000739269,no
TALONT000739298,no
TALONT004360367,no
TALONT000739306,yes
TALONT000739309,yes
TALONT000739314,yes
TALONT000739321,yes
TALONT000739335,yes
ENST00000509799.5_2,yes
TALONT000739398,yes
TALONT000739413,no
TALONT000739454,yes
ENST00000513986.1_2,yes
TALONT000740211,yes
TALONT004361630,yes
TALONT004361645,yes
ENST00000409134.8_4,yes
TALONT001330700,no
ENST00000637206.1_2,yes
ENST00000636808.1_2,yes
ENST00000638010.1_2,no
TALONT001332278,yes
TALONT004362774,yes
TALONT000740382,yes
TALONT004362882,yes
ENST00000635858.1_2,no
TALONT001332332,yes
TALONT000740397,yes
TALONT000740398,yes
TALONT001332409,yes
ENST00000297540.5_2,yes
TALONT000740456,yes
TALONT001332577,yes
ENST00000505674.5_1,no
TALONT004364410,no
TALONT000740713,no
ENST00000261366.10_2,yes
TALONT000740832,yes
TALONT000740972,yes
TALONT004364768,yes
TALONT004364771,yes
TALONT004365078,yes
TALONT004365101,yes
ENST00000504788.5_1,yes
TALONT000741020,yes
TALONT000741066,yes
TALONT000741163,yes
TALONT000741174,yes
TALONT000741179,yes
TALONT000741386,yes
TALONT000741428,yes
TALONT002017760,yes
ENST00000395354.1_1,yes
TALONT000741648,yes
TALONT002624581,yes
TALONT004366831,yes
TALONT000741960,no
TALONT000741963,yes
TALONT004367036,yes
TALONT000741977,no
ENST00000308660.6_3,yes
TALONT001341627,yes
TALONT002020401,no
ENST00000535381.5_2,yes
ENST00000508527.5_2,yes
ENST00000296662.9_2,yes
ENST00000509733.7_2,yes
TALONT000742125,yes
ENST00000503335.7_2,yes
TALONT000742165,yes
TALONT000742261,no
ENST00000296666.12_1,yes
ENST00000442138.6_1,yes
TALONT000742406,yes
TALONT001342642,yes
TALONT003116231,yes
TALONT000742544,yes
TALONT000742546,no
ENST00000379445.7_1,yes
ENST00000499346.7_3,yes
ENST00000514409.6_3,yes
TALONT003537370,yes
TALONT000742594,yes
TALONT001343187,yes
ENST00000501702.7_3,yes
ENST00000173527.6_2,yes
TALONT002022322,no
TALONT002626690,yes
ENST00000304043.10_3,yes
ENST00000513345.5_2,yes
ENST00000508488.1_2,yes
ENST00000506908.1_2,yes
ENST00000379380.9_2,yes
TALONT000743934,yes
TALONT001345145,yes
TALONT002626988,no
TALONT000744190,yes
TALONT000744212,yes
TALONT000744470,yes
ENST00000360515.7_1,yes
TALONT000744836,yes
ENST00000505065.1_1,yes
TALONT000745653,yes
TALONT000745656,yes
TALONT002629518,no
TALONT002629572,yes
TALONT004374370,no
TALONT000745970,yes
TALONT000746002,yes
TALONT002025086,yes
ENST00000623690.1_1,yes
ENST00000651883.1_2,yes
TALONT003539436,yes
ENST00000253754.8_2,yes
ENST00000379018.7_1,yes
ENST00000666504.1_2,yes
ENST00000668364.1_2,no
ENST00000245407.7_1,yes
ENST00000378953.8_4,no
TALONT001348835,no
TALONT004375512,yes
TALONT004375717,yes
TALONT004376139,no
TALONT002026155,no
TALONT004376157,no
TALONT004376162,no
TALONT004376163,no
TALONT004376271,no
TALONT004376277,no
TALONT004376313,yes
TALONT004376318,yes
TALONT004376323,yes
TALONT003119962,no
TALONT004376534,no
TALONT004376536,no
TALONT004376554,no
ENST00000245414.9_4,yes
TALONT002025469,yes
TALONT000746548,yes
TALONT000746552,yes
TALONT000746554,yes
TALONT000746555,yes
TALONT000746572,yes
TALONT000746590,yes
TALONT001348916,yes
TALONT000746603,yes
TALONT000746610,yes
TALONT000746614,yes
TALONT000746617,yes
TALONT000746625,yes
TALONT000746666,yes
TALONT000746675,yes
TALONT000746704,yes
TALONT001349125,yes
TALONT001349223,yes
TALONT002630608,yes
TALONT000746772,yes
TALONT003540275,yes
TALONT001350039,no
TALONT004376159,no
TALONT004376268,no
TALONT004376320,yes
TALONT000747475,no
ENST00000378746.8_2,yes
TALONT000747650,yes
TALONT000747676,no
TALONT004377207,no
TALONT001350761,yes
TALONT001350769,yes
TALONT004377240,no
TALONT002632227,yes
TALONT003541647,yes
TALONT000747942,yes
TALONT002632234,no
TALONT000747954,yes
TALONT000747961,yes
TALONT002632277,no
TALONT000747971,yes
TALONT000747983,yes
TALONT003541775,no
TALONT002026703,yes
TALONT000748016,yes
TALONT001350970,no
TALONT002026958,yes
TALONT000748161,yes
TALONT000748164,no
TALONT001351306,yes
TALONT002026962,yes
TALONT004377769,no
TALONT001351349,yes
TALONT000748176,yes
TALONT004378300,yes
TALONT001351390,yes
ENST00000378719.7_4,yes
TALONT000748239,yes
TALONT000748250,no
TALONT000748255,yes
TALONT003542420,no
ENST00000296873.11_3,yes
TALONT004378582,no
TALONT000748606,yes
ENST00000378667.1_1,yes
TALONT004378697,yes
ENST00000498309.1_1,yes
ENST00000496429.1_1,yes
ENST00000378670.8_2,yes
TALONT004378825,yes
TALONT004378958,yes
TALONT004379065,yes
ENST00000378665.1_1,yes
TALONT002027700,yes
TALONT004379871,yes
TALONT004380725,no
TALONT004380744,no
TALONT001352532,no
TALONT001352587,no
ENST00000378595.7_2,yes
TALONT000749216,no
TALONT001352664,no
TALONT003121207,no
TALONT001352714,yes
TALONT004380939,no
TALONT000749251,yes
TALONT000749254,yes
TALONT004381009,no
TALONT004381064,no
TALONT001352722,yes
TALONT000749277,yes
TALONT000749324,no
TALONT001352743,no
TALONT001352762,yes
TALONT003543168,yes
TALONT001353036,yes
TALONT000749360,yes
TALONT004381573,no
ENST00000465484.1_2,yes
TALONT003543268,yes
TALONT004381767,yes
TALONT004381785,yes
ENST00000509437.6_3,yes
ENST00000324170.7_2,yes
TALONT002028466,yes
TALONT000749908,yes
ENST00000513848.5_2,yes
ENST00000509008.1_2,yes
TALONT001354418,yes
TALONT004382074,yes
TALONT002029763,yes
ENST00000304858.7_2,yes
TALONT000750207,yes
TALONT000750317,yes
TALONT000750358,yes
TALONT000750366,yes
TALONT001354590,yes
TALONT001354713,yes
TALONT001354727,yes
TALONT001354859,yes
TALONT001354894,yes
TALONT002030030,yes
TALONT002634576,yes
TALONT004382309,yes
TALONT004382336,yes
TALONT004382341,yes
TALONT004382549,yes
TALONT004383229,no
TALONT004383323,no
TALONT004383333,no
TALONT004383342,no
TALONT004383350,no
TALONT004383361,no
TALONT004383370,no
TALONT000750635,no
TALONT000750643,no
TALONT001355878,yes
ENST00000623366.1_1,no
ENST00000265342.12_3,yes
ENST00000231512.5_3,yes
ENST00000265333.8_3,yes
ENST00000395044.7_2,yes
TALONT000751274,no
TALONT000751322,yes
TALONT001358496,yes
TALONT004384383,yes
ENST00000395047.6_2,yes
TALONT004384929,yes
TALONT002033044,yes
TALONT003545984,yes
TALONT004384963,yes
ENST00000606089.1_1,no
ENST00000353411.10_3,yes
TALONT000751627,yes
TALONT000751632,no
TALONT000751694,yes
TALONT000751783,no
TALONT000751790,no
TALONT000751803,yes
TALONT002033717,yes
TALONT000751941,yes
TALONT000751991,yes
ENST00000522552.5_3,yes
TALONT002035421,yes
ENST00000522855.5_3,yes
ENST00000328392.10_4,yes
TALONT004388672,no
TALONT004388675,yes
TALONT004388932,yes
TALONT004385168,yes
TALONT004389010,yes
TALONT000752125,no
TALONT000752131,no
ENST00000481195.6_3,yes
TALONT000752154,no
TALONT000752156,yes
TALONT000752176,no
TALONT004389137,yes
TALONT004389247,yes
TALONT000752228,yes
ENST00000472253.1_2,no
TALONT004391156,yes
TALONT004391163,yes
TALONT000753480,yes
TALONT004391532,yes
TALONT000753529,yes
TALONT004391434,yes
ENST00000510021.5_1,yes
TALONT000753585,yes
TALONT001368470,yes
TALONT000753707,yes
ENST00000265339.7_2,yes
TALONT002042019,yes
ENST00000504431.1_1,yes
TALONT002645632,no
ENST00000458198.3_3,yes
TALONT002042208,yes
TALONT004392689,no
ENST00000402673.7_3,yes
TALONT002645818,yes
ENST00000439578.5_2,yes
TALONT004392843,yes
ENST00000504242.1_2,yes
ENST00000398844.7_2,yes
ENST00000297156.4_2,yes
TALONT000754162,yes
TALONT000754190,yes
TALONT001369905,yes
TALONT001369936,yes
TALONT001370027,yes
TALONT001370148,yes
TALONT002646165,yes
TALONT004392927,yes
ENST00000514518.1_1,yes
TALONT004393083,no
TALONT002646179,no
TALONT001370302,yes
TALONT004393175,yes
TALONT004393177,yes
ENST00000452510.7_4,yes
TALONT000754245,yes
TALONT000754251,yes
TALONT000754269,yes
TALONT000754298,yes
TALONT000754305,yes
TALONT001370364,yes
TALONT001370486,yes
TALONT001370865,yes
TALONT003127630,yes
TALONT004393197,yes
TALONT004393237,yes
TALONT000754341,yes
TALONT001371507,yes
TALONT000754374,yes
TALONT000754376,yes
TALONT000754412,yes
TALONT001371677,yes
TALONT004393499,yes
TALONT004393534,no
TALONT004393535,no
TALONT000754519,no
TALONT004393559,no
TALONT004393568,no
TALONT000754541,no
TALONT004393596,no
TALONT004393597,no
TALONT004393602,no
TALONT000754568,no
TALONT004393617,no
TALONT004393618,no
TALONT003553283,no
TALONT000754572,no
ENST00000394976.4_2,yes
ENST00000504727.1_1,yes
ENST00000508791.1_1,yes
ENST00000358387.8_2,yes
ENST00000507024.5_1,yes
TALONT000754767,no
ENST00000254908.11_2,yes
ENST00000623591.1_1,yes
TALONT000754881,yes
ENST00000511689.5_2,no
ENST00000512507.5_2,no
TALONT000754916,yes
TALONT000754936,yes
TALONT000754946,yes
TALONT000754968,yes
TALONT000755045,yes
TALONT000755260,yes
TALONT000755311,yes
TALONT000755503,no
TALONT001373021,yes
TALONT001373516,yes
TALONT001376171,yes
TALONT002648005,yes
ENST00000312469.8_3,yes
ENST00000360597.8_2,yes
ENST00000511494.5_2,no
ENST00000423969.6_2,yes
ENST00000505827.1_2,no
TALONT000755780,yes
TALONT000755781,yes
TALONT004395766,yes
TALONT000755787,yes
TALONT000755788,yes
TALONT001378426,yes
TALONT000755798,yes
TALONT000755801,yes
TALONT004396012,yes
ENST00000602502.1_1,yes
ENST00000314744.6_2,yes
ENST00000512158.6_2,yes
ENST00000602301.2_2,no
TALONT000755956,yes
TALONT000755958,yes
ENST00000507118.5_3,yes
TALONT000755985,yes
TALONT000756243,no
TALONT004396494,no
TALONT000756302,no
ENST00000282223.11_2,no
TALONT001380923,yes
ENST00000314940.7_2,yes
TALONT003130521,yes
TALONT004396939,yes
TALONT004397187,yes
TALONT004397202,yes
TALONT004397364,yes
ENST00000508281.3_3,yes
TALONT000758646,no
TALONT004397938,yes
TALONT000758737,yes
TALONT000758743,yes
TALONT004398087,no
TALONT004398088,no
TALONT002051082,yes
TALONT000758823,yes
TALONT003132047,no
TALONT001385414,yes
TALONT001385415,no
TALONT004398125,no
TALONT002051091,yes
TALONT001385425,yes
TALONT004398286,no
TALONT004398320,no
ENST00000505281.1_2,no
TALONT000758834,yes
TALONT001385433,yes
TALONT004398372,no
TALONT001385482,no
TALONT001385487,yes
TALONT002051188,yes
TALONT004398861,yes
TALONT001385518,yes
TALONT003557170,yes
ENST00000510804.1_2,yes
ENST00000265191.4_3,yes
TALONT002051288,yes
ENST00000230901.9_2,yes
ENST00000402931.5_2,yes
TALONT000759044,no
TALONT000759108,yes
TALONT000759145,no
TALONT000759156,yes
TALONT000759321,no
TALONT000759413,no
TALONT001387532,no
TALONT001387708,no
TALONT000759856,yes
TALONT000759858,yes
TALONT001390874,yes
TALONT001390891,no
TALONT001390992,no
TALONT001391001,yes
TALONT003558226,yes
TALONT004399723,yes
TALONT003132843,yes
ENST00000483805.1_2,no
TALONT001391040,yes
TALONT001391044,yes
TALONT000759893,yes
TALONT000759896,yes
TALONT004400106,no
TALONT004400130,no
TALONT004400182,no
TALONT004400185,yes
TALONT004400190,no
