gene	gene_symbol	alias	bp	pLI
ENSG00000164816	DEFA5	DEFA5	285	0.000827320864928687
ENSG00000164825	DEFB1	DEFB1	207	4.70300990240293e-05
ENSG00000176782	DEFB104A	DEFB104A	219	0.529857584520118
ENSG00000186562	DEFB105A	DEFB105A	237	0.45444917411433
ENSG00000186579	DEFB106A	DEFB106A	198	0.430009004606419
ENSG00000184276	DEFB108B	DEFB108B	222	0.0238278164758269
ENSG00000203970	DEFB110	DEFB110	204	0.0327602169434359
ENSG00000180872	DEFB112	DEFB112	342	0.00263003821072106
ENSG00000214642	DEFB113	DEFB113	249	0.00441597243080048
ENSG00000177684	DEFB114	DEFB114	210	0.165174029334436
ENSG00000215547	DEFB115	DEFB115	267	0.0332077798957426
ENSG00000215545	DEFB116	DEFB116	309	0.0107155825985747
ENSG00000131068	DEFB118	DEFB118	372	0.0829723867530936
ENSG00000180483	DEFB119	DEFB119	267	0.0557940859700924
ENSG00000204548	DEFB121	DEFB121	231	0.0311888456494177
ENSG00000180424	DEFB123	DEFB123	204	0.00597453185498048
ENSG00000180383	DEFB124	DEFB124	216	0.188006191138287
ENSG00000178591	DEFB125	DEFB125	471	0.00518819939880282
ENSG00000125788	DEFB126	DEFB126	336	0.000661466569144698
ENSG00000088782	DEFB127	DEFB127	300	6.57049771760889e-06
ENSG00000185982	DEFB128	DEFB128	282	0.566006133607957
ENSG00000125903	DEFB129	DEFB129	552	0.00802039156140192
ENSG00000186146	DEFB131	DEFB131	213	0.16026121482906
ENSG00000186458	DEFB132	DEFB132	288	0.00607296081118702
ENSG00000205882	DEFB134	DEFB134	201	0.0318080778155321
ENSG00000205884	DEFB136	DEFB136	237	0.0334301256524733
ENSG00000171711	DEFB4A	DEFB4A	195	0.420634474247795
ENSG00000143753	DEGS1	DEGS1	972	0.84655769027041
ENSG00000168350	DEGS2	DEGS2	972	0.0048370947178903
ENSG00000124795	DEK	DEK	1128	0.0702549122093052
ENSG00000119522	DENND1A	DENND1A	3030	0.936187707461958
ENSG00000213047	DENND1B	DENND1B	1281	0.508935455779565
ENSG00000205744	DENND1C	DENND1C	2406	0.0674759034796057
ENSG00000146966	DENND2A	DENND2A	3030	0.982815365508452
ENSG00000175984	DENND2C	DENND2C	2787	1.35882154941261e-06
ENSG00000162777	DENND2D	DENND2D	1416	0.000801422313179157
ENSG00000105339	DENND3	DENND3	3597	0.375146352807181
ENSG00000174485	DENND4A	DENND4A	5721	0.0299018727340047
ENSG00000198837	DENND4B	DENND4B	4491	0.999987404015988
ENSG00000137145	DENND4C	DENND4C	5730	0.985989692174603
ENSG00000184014	DENND5A	DENND5A	3864	0.998433759367283
ENSG00000170456	DENND5B	DENND5B	3825	0.999803484500074
ENSG00000174839	DENND6A	DENND6A	1827	0.980102645823749
ENSG00000205593	DENND6B	DENND6B	1758	0.0167484736971339
ENSG00000139726	DENR	DENR	597	0.83094859826458
ENSG00000024526	DEPDC1	DEPDC1	2436	9.62438924058136e-05
ENSG00000166153	DEPDC4	DEPDC4	885	2.45411656882029e-08
ENSG00000100150	DEPDC5	DEPDC5	4785	0.999999956461315
ENSG00000121690	DEPDC7	DEPDC7	1536	3.40375412169484e-05
ENSG00000155792	DEPTOR	DEPTOR	1230	0.0144729469840076
ENSG00000023697	DERA	DERA	957	0.123543286353559
ENSG00000136986	DERL1	DERL1	756	0.0361531699928515
ENSG00000072849	DERL2	DERL2	720	0.980428538808554
ENSG00000099958	DERL3	DERL3	720	0.000162646802595262
ENSG00000175084	DES	DES	1413	0.047636791482753
ENSG00000140543	DET1	DET1	1686	0.434992486965043
ENSG00000182108	DEXI	DEXI	288	0.470877636884649
ENSG00000160049	DFFA	DFFA	996	0.00527757009954542
ENSG00000105928	DFNA5	DFNA5	1491	3.79867115427099e-05
ENSG00000204311	DFNB59	DFNB59	1059	5.37025710108216e-06
ENSG00000185000	DGAT1	DGAT1	1467	4.77391408772677e-09
ENSG00000062282	DGAT2	DGAT2	1167	2.42456879323149e-08
ENSG00000184210	DGAT2L6	DGAT2L6	1014	1.65876068943515e-07
ENSG00000100056	DGCR14	DGCR14	1431	3.14684589109989e-05
ENSG00000070413	DGCR2	DGCR2	1653	0.00369110333462139
ENSG00000183628	DGCR6	DGCR6	663	0.000305606290867783
ENSG00000128191	DGCR8	DGCR8	2322	0.999749179011997
ENSG00000065357	DGKA	DGKA	2208	0.999888409134053
ENSG00000136267	DGKB	DGKB	2415	0.941382704500027
ENSG00000077044	DGKD	DGKD	3645	0.864839161998688
ENSG00000153933	DGKE	DGKE	1704	0.00906565760558492
ENSG00000058866	DGKG	DGKG	2376	4.75713076985527e-05
ENSG00000102780	DGKH	DGKH	3663	0.943086413588321
ENSG00000157680	DGKI	DGKI	3198	0.704933287912443
ENSG00000145214	DGKQ	DGKQ	2829	0.0121503479535036
ENSG00000149091	DGKZ	DGKZ	3354	0.997821134984656
ENSG00000114956	DGUOK	DGUOK	834	0.674526034850034
ENSG00000116133	DHCR24	DHCR24	1551	0.944283732015339
ENSG00000172893	DHCR7	DHCR7	1428	1.60815691710905e-06
ENSG00000104808	DHDH	DHDH	1005	1.54337500290179e-05
ENSG00000228716	DHFR	DHFR	564	0.239399730228883
ENSG00000139549	DHH	DHH	1191	0.614472821852779
ENSG00000102967	DHODH	DHODH	1188	0.00886317077041677
ENSG00000095059	DHPS	DHPS	1110	0.0022457412929361
ENSG00000157379	DHRS1	DHRS1	942	9.9146098687761e-08
ENSG00000108272	DHRS11	DHRS11	783	0.0236632345250702
ENSG00000102796	DHRS12	DHRS12	954	0.00517994685138945
ENSG00000167536	DHRS13	DHRS13	1134	0.000162731723319105
ENSG00000100867	DHRS2	DHRS2	903	2.30494368761313e-06
ENSG00000162496	DHRS3	DHRS3	909	0.619162034493049
ENSG00000157326	DHRS4	DHRS4	837	0.0952641899918471
ENSG00000187630	DHRS4L2	DHRS4L2	699	0.700167684733897
ENSG00000100612	DHRS7	DHRS7	1020	0.000303519664658566
ENSG00000109016	DHRS7B	DHRS7B	978	2.09912039399149e-06
ENSG00000184544	DHRS7C	DHRS7C	939	5.77116172483476e-06
ENSG00000073737	DHRS9	DHRS9	960	1.63844365878294e-06
ENSG00000169084	DHRSX	DHRSX	993	0.00465348378663757
ENSG00000181192	DHTKD1	DHTKD1	2760	9.79584302567972e-13
ENSG00000204560	DHX16	DHX16	3126	0.000116741952166461
ENSG00000067248	DHX29	DHX29	4110	0.275621500980003
ENSG00000132153	DHX30	DHX30	3585	0.999997756025109
ENSG00000089876	DHX32	DHX32	2232	5.28096061633511e-05
ENSG00000005100	DHX33	DHX33	2124	0.00378370225035802
ENSG00000101452	DHX35	DHX35	2112	6.78690595328847e-10
ENSG00000174953	DHX36	DHX36	3027	0.997904559576568
ENSG00000150990	DHX37	DHX37	3474	0.996143284759744
ENSG00000140829	DHX38	DHX38	3684	0.0180771813164519
ENSG00000108406	DHX40	DHX40	2340	0.989904572926858
ENSG00000163214	DHX57	DHX57	4161	6.46524656126512e-09
ENSG00000108771	DHX58	DHX58	2037	1.12458305326382e-06
ENSG00000135829	DHX9	DHX9	3813	0.999999977242732
ENSG00000184047	DIABLO	DIABLO	720	0.00375433139687859
ENSG00000131504	DIAPH1	DIAPH1	3819	0.89988004844197
ENSG00000147202	DIAPH2	DIAPH2	3306	0.999462065325575
ENSG00000139734	DIAPH3	DIAPH3	3582	3.53943438304714e-11
ENSG00000100697	DICER1	DICER1	5769	0.999998187732171
ENSG00000117597	DIEXF	DIEXF	2271	0.106542362852407
ENSG00000086189	DIMT1	DIMT1	942	0.00025253551141693
ENSG00000211452	DIO1	DIO1	750	0.62427430787372
ENSG00000211448	DIO2	DIO2	930	0.193905404839923
ENSG00000197406	DIO3	DIO3	915	0.760104267223895
ENSG00000160305	DIP2A	DIP2A	4716	0.996864293315076
ENSG00000066084	DIP2B	DIP2B	4731	0.999994399403232
ENSG00000151240	DIP2C	DIP2C	4671	0.999999639742053
ENSG00000176490	DIRAS1	DIRAS1	597	0.62619977078278
ENSG00000165023	DIRAS2	DIRAS2	600	0.722041971739039
ENSG00000162595	DIRAS3	DIRAS3	690	0.0368198997989011
ENSG00000174325	DIRC1	DIRC1	315	0.140690384741525
ENSG00000138463	DIRC2	DIRC2	1437	2.2286959116122e-05
ENSG00000083520	DIS3	DIS3	2877	7.67483314830884e-10
ENSG00000166938	DIS3L	DIS3L	3165	2.57500332554115e-08
ENSG00000144535	DIS3L2	DIS3L2	2658	0.911249421985399
ENSG00000162946	DISC1	DISC1	2268	0.0575649336305438
ENSG00000154309	DISP1	DISP1	4575	1.57456242687317e-06
ENSG00000140323	DISP2	DISP2	4206	0.163779255360299
ENSG00000150764	DIXDC1	DIXDC1	2049	4.00494891878993e-05
ENSG00000130826	DKC1	DKC1	1545	0.997951767009338
ENSG00000105520	DKFZP761J1410	DKFZP761J1410	1284	0.985134035978774
ENSG00000107984	DKK1	DKK1	801	0.265848838646429
ENSG00000155011	DKK2	DKK2	780	0.828378522385133
ENSG00000050165	DKK3	DKK3	1053	6.85314359204963e-05
ENSG00000104371	DKK4	DKK4	675	0.0856486071455566
ENSG00000104901	DKKL1	DKKL1	729	0.000481834431394794
ENSG00000150768	DLAT	DLAT	1944	0.000445655572718073
ENSG00000091140	DLD	DLD	1530	0.592406298915303
ENSG00000186047	DLEU7	DLEU7	483	0.0309635855861726
ENSG00000075711	DLG1	DLG1	2781	0.999944357121679
ENSG00000150672	DLG2	DLG2	2928	0.908410673647551
ENSG00000082458	DLG3	DLG3	2454	0.999070193835203
ENSG00000132535	DLG4	DLG4	2304	0.988512380410048
ENSG00000151208	DLG5	DLG5	5760	0.999999919947299
ENSG00000170579	DLGAP1	DLGAP1	2934	0.999350224500561
ENSG00000198010	DLGAP2	DLGAP2	2928	0.996021119990074
ENSG00000080845	DLGAP4	DLGAP4	2970	0.999360096074712
ENSG00000126787	DLGAP5	DLGAP5	2541	2.75290367476902e-05
ENSG00000185559	DLK1	DLK1	1152	0.73660921253009
ENSG00000171462	DLK2	DLK2	1152	0.645595175883301
ENSG00000198719	DLL1	DLL1	2172	0.998191573690806
ENSG00000090932	DLL3	DLL3	1857	6.09530091513844e-05
ENSG00000128917	DLL4	DLL4	2058	0.966675590103344
ENSG00000119689	DLST	DLST	1362	0.981791377266188
ENSG00000144355	DLX1	DLX1	768	0.913747747918913
ENSG00000115844	DLX2	DLX2	987	0.873749891047037
ENSG00000064195	DLX3	DLX3	864	0.229585063914317
ENSG00000108813	DLX4	DLX4	723	0.0268954754256296
ENSG00000105880	DLX5	DLX5	870	0.638136665337985
ENSG00000006377	DLX6	DLX6	882	0.829960398276131
ENSG00000197587	DMBX1	DMBX1	1134	0.901869006874332
ENSG00000100206	DMC1	DMC1	1023	0.757578613963739
ENSG00000198947	DMD	DMD	11058	0.999999999902119
ENSG00000132837	DMGDH	DMGDH	2601	6.8679659720312e-16
ENSG00000161249	DMKN	DMKN	1431	7.5609625490668e-10
ENSG00000152592	DMP1	DMP1	1542	0.00541214419794117
ENSG00000104936	DMPK	DMPK	1920	0.333105828885844
ENSG00000137090	DMRT1	DMRT1	1122	0.64256128155786
ENSG00000173253	DMRT2	DMRT2	1686	0.780463947371561
ENSG00000064218	DMRT3	DMRT3	1419	0.000973349773259766
ENSG00000176399	DMRTA1	DMRTA1	1515	0.00041221793613101
ENSG00000143006	DMRTB1	DMRTB1	1029	0.554282998384031
ENSG00000142025	DMRTC2	DMRTC2	1104	0.646184386653358
ENSG00000158856	DMTN	DMTN	1218	0.985876403639038
ENSG00000185800	DMWD	DMWD	2025	0.0308701099466563
ENSG00000172869	DMXL1	DMXL1	9084	0.999999990828783
ENSG00000104093	DMXL2	DMXL2	9114	0.999999999962674
ENSG00000138346	DNA2	DNA2	3441	3.06610380966995e-08
ENSG00000154099	DNAAF1	DNAAF1	2178	1.33363474900491e-05
ENSG00000165506	DNAAF2	DNAAF2	2514	2.54087066224082e-06
ENSG00000114841	DNAH1	DNAH1	12798	8.78893763369854e-16
ENSG00000197653	DNAH10	DNAH10	13416	2.93511864412958e-32
ENSG00000250091	DNAH10OS	DNAH10OS	492	0.0144360715497922
ENSG00000174844	DNAH12	DNAH12	1374	0.00123972712799866
ENSG00000185842	DNAH14	DNAH14	1362	4.4891051778636e-05
ENSG00000268470	DNAH17-AS1	DNAH17-AS1	495	0.464567896946886
ENSG00000183914	DNAH2	DNAH2	13284	1.00477429006875e-17
ENSG00000158486	DNAH3	DNAH3	12351	1.53288765972295e-40
ENSG00000039139	DNAH5	DNAH5	13875	1.06604521320001e-29
ENSG00000115423	DNAH6	DNAH6	12477	0.000750599597008244
ENSG00000118997	DNAH7	DNAH7	12075	1.48545718795409e-44
ENSG00000124721	DNAH8	DNAH8	13473	5.5250530325162e-28
ENSG00000007174	DNAH9	DNAH9	13461	1.30680113918685e-33
ENSG00000122735	DNAI1	DNAI1	2100	0.0070906799653816
ENSG00000171595	DNAI2	DNAI2	1818	4.7737854121857e-09
ENSG00000086061	DNAJA1	DNAJA1	1194	0.176039293442131
ENSG00000069345	DNAJA2	DNAJA2	1239	0.97543234050995
ENSG00000103423	DNAJA3	DNAJA3	1443	0.649130199342593
ENSG00000140403	DNAJA4	DNAJA4	1281	0.000121785525366461
ENSG00000132002	DNAJB1	DNAJB1	1023	0.325123189172906
ENSG00000090520	DNAJB11	DNAJB11	1077	0.858090241372472
ENSG00000148719	DNAJB12	DNAJB12	1230	0.789685182177435
ENSG00000187726	DNAJB13	DNAJB13	951	0.324492601024117
ENSG00000164031	DNAJB14	DNAJB14	1140	0.984613912294701
ENSG00000135924	DNAJB2	DNAJB2	975	0.000112757195503071
ENSG00000162616	DNAJB4	DNAJB4	1014	0.803952638406165
ENSG00000137094	DNAJB5	DNAJB5	1389	0.429309205426075
ENSG00000105993	DNAJB6	DNAJB6	981	0.988861214364511
ENSG00000172404	DNAJB7	DNAJB7	930	1.78863195544102e-10
ENSG00000179407	DNAJB8	DNAJB8	699	0.0462810518203369
ENSG00000128590	DNAJB9	DNAJB9	672	0.574510687807509
ENSG00000136770	DNAJC1	DNAJC1	1665	2.92950509689136e-05
ENSG00000077232	DNAJC10	DNAJC10	2382	0.000608730549136825
ENSG00000007923	DNAJC11	DNAJC11	1680	0.999919060893968
ENSG00000108176	DNAJC12	DNAJC12	597	0.000477237003646891
ENSG00000138246	DNAJC13	DNAJC13	6732	0.999999999545376
ENSG00000135392	DNAJC14	DNAJC14	2109	0.999394928097084
ENSG00000120675	DNAJC15	DNAJC15	453	1.77050571804113e-06
ENSG00000116138	DNAJC16	DNAJC16	2349	0.00034634845926022
ENSG00000104129	DNAJC17	DNAJC17	915	0.0895550335031115
ENSG00000170464	DNAJC18	DNAJC18	1077	0.0775784742839251
ENSG00000205981	DNAJC19	DNAJC19	351	0.0112128199474118
ENSG00000105821	DNAJC2	DNAJC2	1866	0.957369119946406
ENSG00000168724	DNAJC21	DNAJC21	1731	6.1916603453267e-06
ENSG00000178401	DNAJC22	DNAJC22	1026	7.38147151922643e-05
ENSG00000170946	DNAJC24	DNAJC24	450	4.9384728557638e-07
ENSG00000059769	DNAJC25	DNAJC25	1083	0.0231946064215804
ENSG00000244115	DNAJC25-GNG10	DNAJC25-GNG10	462	0.00280278456302058
ENSG00000115137	DNAJC27	DNAJC27	822	0.0352268748177081
ENSG00000177692	DNAJC28	DNAJC28	1167	1.1079901875186e-07
ENSG00000102580	DNAJC3	DNAJC3	1515	0.979449174746035
ENSG00000176410	DNAJC30	DNAJC30	681	0.00402872943817969
ENSG00000110011	DNAJC4	DNAJC4	726	0.000190568132517928
ENSG00000147570	DNAJC5B	DNAJC5B	600	0.0444391542630636
ENSG00000163793	DNAJC5G	DNAJC5G	570	0.00324051930582929
ENSG00000116675	DNAJC6	DNAJC6	2913	0.997330783970224
ENSG00000168259	DNAJC7	DNAJC7	1485	0.999403561035416
ENSG00000126698	DNAJC8	DNAJC8	762	0.817967683945973
ENSG00000213551	DNAJC9	DNAJC9	783	0.826668215227429
ENSG00000119661	DNAL1	DNAL1	573	0.0312080206530311
ENSG00000100246	DNAL4	DNAL4	318	0.312293869527546
ENSG00000163879	DNALI1	DNALI1	843	2.8340852483374e-06
ENSG00000213918	DNASE1	DNASE1	849	4.93160897149728e-09
ENSG00000013563	DNASE1L1	DNASE1L1	909	0.228488493695291
ENSG00000167968	DNASE1L2	DNASE1L2	900	1.05775114400282e-05
ENSG00000163687	DNASE1L3	DNASE1L3	918	0.120323115994016
ENSG00000105612	DNASE2	DNASE2	1083	0.0394015537812538
ENSG00000137976	DNASE2B	DNASE2B	1086	1.22357276190102e-14
ENSG00000256453	DND1	DND1	1062	0.670801267816282
ENSG00000187957	DNER	DNER	2214	0.633665229703168
ENSG00000179532	DNHD1	DNHD1	14262	2.92292598595534e-20
ENSG00000213221	DNLZ	DNLZ	537	0.00819189185215095
ENSG00000106976	DNM1	DNM1	2595	0.99954058998468
ENSG00000087470	DNM1L	DNM1L	2211	0.258612072773388
ENSG00000079805	DNM2	DNM2	2613	0.99989551997584
ENSG00000197959	DNM3	DNM3	2592	0.973193499138687
ENSG00000107554	DNMBP	DNMBP	4734	1.57672112985121e-07
ENSG00000130816	DNMT1	DNMT1	4899	0.999999993200305
ENSG00000119772	DNMT3A	DNMT3A	2739	8.06315844097161e-38
ENSG00000088305	DNMT3B	DNMT3B	2562	0.999956330065429
ENSG00000142182	DNMT3L	DNMT3L	1164	2.01244326962235e-05
ENSG00000112667	DNPH1	DNPH1	525	0.00055024270428695
ENSG00000107447	DNTT	DNTT	1530	4.2084427267681e-05
ENSG00000101457	DNTTIP1	DNTTIP1	990	0.292988562804316
ENSG00000067334	DNTTIP2	DNTTIP2	2271	0.00336122635728604
ENSG00000149927	DOC2A	DOC2A	1203	0.0124743587218511
ENSG00000272636	DOC2B	DOC2B	927	0.405859693362352
ENSG00000150760	DOCK1	DOCK1	5598	0.955097415852555
ENSG00000135905	DOCK10	DOCK10	6561	0.547408565091197
ENSG00000147251	DOCK11	DOCK11	6222	0.999282653453987
ENSG00000134516	DOCK2	DOCK2	5493	0.999999914050591
ENSG00000088538	DOCK3	DOCK3	6093	0.999994399669827
ENSG00000128512	DOCK4	DOCK4	5901	0.999814095932938
ENSG00000147459	DOCK5	DOCK5	5613	0.0119905955839087
ENSG00000130158	DOCK6	DOCK6	6144	3.44479891361172e-18
ENSG00000116641	DOCK7	DOCK7	6330	0.986582752982061
ENSG00000107099	DOCK8	DOCK8	6300	0.00562707867546655
ENSG00000088387	DOCK9	DOCK9	6207	0.99999802120233
ENSG00000129932	DOHH	DOHH	909	0.0176918145749659
ENSG00000115325	DOK1	DOK1	1446	0.0599021984418218
ENSG00000147443	DOK2	DOK2	1239	1.12665376658508e-05
ENSG00000146094	DOK3	DOK3	1491	0.00166777120730819
ENSG00000125170	DOK4	DOK4	981	0.152190688399755
ENSG00000101134	DOK5	DOK5	921	0.0279589112444544
ENSG00000206052	DOK6	DOK6	996	0.35655087552278
ENSG00000175920	DOK7	DOK7	1515	0.0200023085907458
ENSG00000175283	DOLK	DOLK	1617	0.0435162761344834
ENSG00000167130	DOLPP1	DOLPP1	717	0.523443018846965
ENSG00000159147	DONSON	DONSON	1701	2.24064085511957e-05
ENSG00000083097	DOPEY1	DOPEY1	7398	0.999999874338802
ENSG00000142197	DOPEY2	DOPEY2	6897	0.00396445968088998
ENSG00000104885	DOT1L	DOT1L	4614	0.999941922150267
ENSG00000166171	DPCD	DPCD	612	0.0120716232826519
ENSG00000168631	DPCR1	DPCR1	4182	0.114122046482944
ENSG00000011332	DPF1	DPF1	1245	0.996232895504479
ENSG00000133884	DPF2	DPF2	1176	0.99953027965479
ENSG00000205683	DPF3	DPF3	1074	0.72742850407924
ENSG00000108963	DPH1	DPH1	1332	5.74019713818473e-08
ENSG00000132768	DPH2	DPH2	1470	0.00383618202235403
ENSG00000154813	DPH3	DPH3	249	0.0428821976036624
ENSG00000117543	DPH5	DPH5	858	0.00724395145882692
ENSG00000134146	DPH6	DPH6	804	0.00908892891393563
ENSG00000148399	DPH7	DPH7	1359	2.35319181206039e-05
ENSG00000000419	DPM1	DPM1	783	0.791444860879482
ENSG00000136908	DPM2	DPM2	255	0.0171935399647575
ENSG00000179085	DPM3	DPM3	369	0.232674218854938
ENSG00000175497	DPP10	DPP10	2403	0.999959162232518
ENSG00000254986	DPP3	DPP3	2214	4.16814231424396e-08
ENSG00000197635	DPP4	DPP4	2301	2.84104276548514e-09
ENSG00000130226	DPP6	DPP6	2598	0.902698087345756
ENSG00000176978	DPP7	DPP7	1479	3.96148316629902e-16
ENSG00000074603	DPP8	DPP8	2697	0.997542595896381
ENSG00000142002	DPP9	DPP9	2679	0.999534127371769
ENSG00000163530	DPPA2	DPPA2	897	3.23367987603142e-08
ENSG00000187569	DPPA3	DPPA3	480	0.487626353959235
ENSG00000121570	DPPA4	DPPA4	915	0.00621810661367681
ENSG00000203909	DPPA5	DPPA5	351	0.0316400663081279
ENSG00000204595	DPRX	DPRX	576	6.27422828770583e-07
ENSG00000143196	DPT	DPT	606	5.74117206075105e-05
ENSG00000173852	DPY19L1	DPY19L1	2028	0.2456681267538
ENSG00000177990	DPY19L2	DPY19L2	2277	0.000132070463592109
ENSG00000178904	DPY19L3	DPY19L3	2151	0.95638893766141
ENSG00000156162	DPY19L4	DPY19L4	2172	8.64149276896821e-15
ENSG00000162961	DPY30	DPY30	300	0.426686198236292
ENSG00000188641	DPYD	DPYD	3078	5.43800172200594e-09
ENSG00000147647	DPYS	DPYS	1560	3.23461977225846e-08
ENSG00000113657	DPYSL3	DPYSL3	2055	0.993975828980747
ENSG00000151640	DPYSL4	DPYSL4	1719	1.41717870925265e-05
ENSG00000157851	DPYSL5	DPYSL5	1695	0.996947200942417
ENSG00000144045	DQX1	DQX1	2154	5.61051701819392e-16
ENSG00000117505	DR1	DR1	531	0.822029262446391
ENSG00000136048	DRAM1	DRAM1	717	0.274202791184272
ENSG00000156171	DRAM2	DRAM2	801	0.00094073848664447
ENSG00000175550	DRAP1	DRAP1	618	0.868899689594199
ENSG00000162490	DRAXIN	DRAXIN	1050	3.19018638401603e-08
ENSG00000157856	DRC1	DRC1	2223	1.79943370486939e-10
ENSG00000184845	DRD1	DRD1	1341	0.884013003072382
ENSG00000149295	DRD2	DRD2	1332	0.907950885866584
ENSG00000151577	DRD3	DRD3	1203	0.00727881957460382
ENSG00000069696	DRD4	DRD4	1260	5.38306053924956e-06
ENSG00000169676	DRD5	DRD5	1434	2.05109140800764e-11
ENSG00000185721	DRG1	DRG1	1104	0.985887056066445
ENSG00000108591	DRG2	DRG2	1095	0.0857246666944905
ENSG00000165606	DRGX	DRGX	807	0.602061155761534
ENSG00000113360	DROSHA	DROSHA	4125	0.998769879024247
ENSG00000102385	DRP2	DRP2	2874	0.723698533604494
ENSG00000134765	DSC1	DSC1	2685	7.57049826348519e-08
ENSG00000177103	DSCAML1	DSCAML1	6342	0.99999993858847
ENSG00000136982	DSCC1	DSCC1	1182	0.0750355423512774
ENSG00000157538	DSCR3	DSCR3	894	0.800280752870172
ENSG00000184029	DSCR4	DSCR4	357	0.00114284623462708
ENSG00000111817	DSE	DSE	2877	0.97809481621118
ENSG00000171451	DSEL	DSEL	3669	6.30253297639309e-05
ENSG00000134760	DSG1	DSG1	3150	0.986924259740827
ENSG00000046604	DSG2	DSG2	3357	0.00157815041998709
ENSG00000134757	DSG3	DSG3	3000	2.45796008060264e-12
ENSG00000175065	DSG4	DSG4	3180	2.01726899033148e-05
ENSG00000149636	DSN1	DSN1	1071	0.000201271980325844
ENSG00000096696	DSP	DSP	8616	0.999914559913234
ENSG00000151914	DST	DST	15516	1
ENSG00000125868	DSTN	DSTN	498	0.748117967682739
ENSG00000133059	DSTYK	DSTYK	2790	0.890939460935583
ENSG00000129480	DTD2	DTD2	507	0.00146588723706496
ENSG00000143476	DTL	DTL	2193	0.275139493352263
ENSG00000134769	DTNA	DTNA	2175	0.803510420678534
ENSG00000138101	DTNB	DTNB	1884	0.00505617646293858
ENSG00000047579	DTNBP1	DTNBP1	1056	2.80892523644038e-05
ENSG00000104047	DTWD1	DTWD1	915	6.8109391688886e-05
ENSG00000169570	DTWD2	DTWD2	897	1.2076721827542e-05
ENSG00000135144	DTX1	DTX1	1863	0.0220162412010955
ENSG00000091073	DTX2	DTX2	1869	0.07462414852737
ENSG00000178498	DTX3	DTX3	1044	0.907343780306572
ENSG00000163840	DTX3L	DTX3L	2223	7.49667844165067e-05
ENSG00000110042	DTX4	DTX4	1860	0.477342145084099
ENSG00000168393	DTYMK	DTYMK	639	0.512599879520005
ENSG00000137857	DUOX1	DUOX1	4656	2.45688927360946e-14
ENSG00000140279	DUOX2	DUOX2	4647	2.59721196803277e-31
ENSG00000140254	DUOXA1	DUOXA1	1452	0.00180992104247815
ENSG00000140274	DUOXA2	DUOXA2	963	7.39606835406123e-08
ENSG00000169718	DUS1L	DUS1L	1422	0.000102386643922442
ENSG00000167264	DUS2	DUS2	1482	0.000537524473245576
ENSG00000141994	DUS3L	DUS3L	1953	4.95031051706739e-09
ENSG00000105865	DUS4L	DUS4L	954	8.72949569197941e-05
ENSG00000120129	DUSP1	DUSP1	1104	0.0160578699611256
ENSG00000143507	DUSP10	DUSP10	1449	0.802595884610652
ENSG00000144048	DUSP11	DUSP11	1134	0.00799388406802271
ENSG00000079393	DUSP13	DUSP13	747	4.36230609666417e-07
ENSG00000161326	DUSP14	DUSP14	597	0.76536860230854
ENSG00000149599	DUSP15	DUSP15	708	0.000149182261427243
ENSG00000111266	DUSP16	DUSP16	1998	0.0686000209634753
ENSG00000167065	DUSP18	DUSP18	567	0.0592410250679966
ENSG00000162999	DUSP19	DUSP19	654	0.0232535150693735
ENSG00000158050	DUSP2	DUSP2	945	0.779539131028724
ENSG00000189037	DUSP21	DUSP21	573	0.00357336325619494
ENSG00000112679	DUSP22	DUSP22	555	0.0176798619192422
ENSG00000158716	DUSP23	DUSP23	453	0.0356246448875655
ENSG00000133878	DUSP26	DUSP26	636	0.016987583624042
ENSG00000198842	DUSP27	DUSP27	3477	5.37962937284239e-12
ENSG00000108861	DUSP3	DUSP3	558	0.728477061104327
ENSG00000120875	DUSP4	DUSP4	1185	0.508093878819586
ENSG00000138166	DUSP5	DUSP5	1155	0.0995356513818221
ENSG00000139318	DUSP6	DUSP6	1146	0.897642514517471
ENSG00000164086	DUSP7	DUSP7	1260	0.878856913466043
ENSG00000184545	DUSP8	DUSP8	1878	0.643031831484478
ENSG00000130829	DUSP9	DUSP9	1155	0.64895851846032
ENSG00000128951	DUT	DUT	759	0.291352233995169
ENSG00000258873	DUXA	DUXA	615	1.70410684656613e-05
ENSG00000107404	DVL1	DVL1	2013	0.0905115733720149
ENSG00000004975	DVL2	DVL2	2211	0.0248720526925577
ENSG00000161202	DVL3	DVL3	2151	0.989361367046164
ENSG00000170788	DYDC1	DYDC1	534	0.0535170003599337
ENSG00000133665	DYDC2	DYDC2	576	0.111710940327271
ENSG00000141627	DYM	DYM	2010	1.50495271131866e-09
ENSG00000178690	DYNAP	DYNAP	633	0.389972390188128
ENSG00000197102	DYNC1H1	DYNC1H1	13941	1
ENSG00000158560	DYNC1I1	DYNC1I1	1938	0.375203013188806
ENSG00000077380	DYNC1I2	DYNC1I2	1917	6.1060995506475e-06
ENSG00000144635	DYNC1LI1	DYNC1LI1	1572	0.957575975969485
ENSG00000135720	DYNC1LI2	DYNC1LI2	1479	0.683303400770621
ENSG00000187240	DYNC2H1	DYNC2H1	12945	3.54510669246275e-18
ENSG00000138036	DYNC2LI1	DYNC2LI1	1056	0.000252511362889965
ENSG00000264364	DYNLL2	DYNLL2	270	0.683784637374907
ENSG00000125971	DYNLRB1	DYNLRB1	291	0.827917387254453
